policy,demo,start_step,horizon,xyz_error_mm_mean,xyz_error_mm_final,z_error_mm_mean,z_error_mm_min,gripper_abs_error_mean,pred_gripper_max,gt_gripper_max
dp_state,demo_005,38,12,13.490770276962381,9.333509609008692,-4.12420928478241,-15.048623085021973,0.002303327123324076,1.0,1.0
dp_state,demo_005,47,12,14.307133666176595,26.66143294910434,6.368435919284821,-5.932927131652832,0.07180283466974895,1.0,1.0
dp_state,demo_005,57,12,11.599910549267861,14.313071897702812,8.368114630381266,0.4921853542327881,0.11515648911396663,0.9907000064849854,1.0
dp_state,demo_005,66,12,10.019033065026134,11.760000780495881,-2.0338818430900574,-15.713334083557129,0.011040528615315756,0.05977246165275574,0.0
dp_state,demo_006,0,12,37.10195678186089,27.41217124505891,0.04906455675760905,-12.41689920425415,0.0004622439543406169,0.005086332559585571,0.0
dp_state,demo_006,12,12,11.922957808941668,21.511546213703163,0.9867350260416667,-11.322498321533203,0.43406082689762115,0.9059638381004333,0.0
dp_state,demo_006,23,12,12.435567071662941,15.687816954284887,5.684686203797658,-1.8127262592315674,0.08942050238450368,1.0,1.0
dp_state,demo_006,35,12,14.642346758726102,29.599674055641614,-6.985957423845927,-27.00987458229065,0.007300073901812236,1.0,1.0
dp_state,demo_006,46,12,29.1522801074118,44.084258963294246,0.45556823412577313,-11.239409446716309,0.003989348808924357,1.0,1.0
dp_state,demo_006,58,12,37.27716358896417,25.27041084606552,-4.870357612768809,-17.32534170150757,0.060643782218297325,0.9999363422393799,1.0
dp_state,demo_006,69,12,14.480041610775631,12.442993468590705,3.9487207929293318,-7.047683000564575,0.25901668270428974,1.0,1.0
dp_state,demo_006,81,12,11.803404941290202,7.7645821864105145,6.162089606126149,-5.2401721477508545,0.004281970361868541,0.022584974765777588,0.0
dp_state,demo_007,0,12,23.74494944931202,22.607159593029152,2.6040772596995034,-12.329429388046265,0.001056636373202006,0.009628117084503174,0.0
dp_state,demo_007,12,12,13.020898145798967,5.309920558333094,-8.0913578470548,-21.473854780197144,0.5456719746192297,1.0,1.0
dp_state,demo_007,23,12,11.627896858196742,13.839822863230397,-3.54489932457606,-9.610682725906372,0.003561596075693766,1.0,1.0
